date,site_section,device,country,ad_unit,ad_requests,matched_requests,impressions,clicks,estimated_revenue
2026-02-26,home,tablet,BR,video_preroll,1133,977,955,17,5.75
2026-02-26,home,tablet,MX,in_article,1531,1232,1119,8,2.77
2026-02-26,home,tablet,MX,sidebar_rectangle,888,790,635,16,2.05
2026-02-26,home,tablet,MX,top_banner,1855,1789,1556,12,1.09
2026-02-26,home,tablet,MX,video_preroll,442,355,279,5,1.05
2026-02-26,home,tablet,US,in_article,2059,1752,1367,34,3.38
2026-02-26,home,tablet,US,sidebar_rectangle,1330,1098,864,23,1.61
2026-02-26,home,tablet,US,top_banner,2765,2626,2295,29,12.2
2026-02-26,home,tablet,US,video_preroll,741,662,630,3,3.11
2026-02-26,news,desktop,AR,in_article,2477,2231,1755,35,5.48
2026-02-26,news,desktop,AR,sidebar_rectangle,1458,1263,1189,14,2.74
2026-02-26,news,desktop,AR,top_banner,2680,2592,2379,72,2.56
2026-02-26,news,desktop,AR,video_preroll,702,587,564,9,1.06
2026-02-26,news,desktop,BR,in_article,5634,5181,4168,97,15.62
2026-02-26,news,desktop,BR,sidebar_rectangle,4154,3725,2908,70,2.77
2026-02-26,news,desktop,BR,top_banner,8717,7880,7383,139,21.62
2026-02-26,news,desktop,BR,video_preroll,1873,1509,1465,25,7.35
2026-02-26,news,desktop,MX,in_article,2553,2361,1934,27,3.45
2026-02-26,news,desktop,MX,sidebar_rectangle,1714,1385,1337,21,2.71
2026-02-26,news,desktop,MX,top_banner,3308,2843,2644,60,4.89
2026-02-26,news,desktop,MX,video_preroll,1006,890,859,14,3.67
2026-02-26,news,desktop,US,in_article,3670,3292,2625,52,11.03
2026-02-26,news,desktop,US,sidebar_rectangle,2193,1928,1789,47,6.72
2026-02-26,news,desktop,US,top_banner,5226,4865,4709,52,20.25
2026-02-26,news,desktop,US,video_preroll,1162,1111,873,4,2.35
2026-02-26,news,mobile,AR,in_article,2980,2594,2209,23,4.36
2026-02-26,news,mobile,AR,sidebar_rectangle,2273,1914,1614,37,2.77
2026-02-26,news,mobile,AR,top_banner,4401,3819,3225,70,5.19
2026-02-26,news,mobile,AR,video_preroll,1217,1161,1005,8,4.66
2026-02-26,news,mobile,BR,in_article,8403,7151,6104,135,23.03
2026-02-26,news,mobile,BR,sidebar_rectangle,5362,4434,3600,89,12.92
2026-02-26,news,mobile,BR,top_banner,10594,9867,8003,150,22.66
2026-02-26,news,mobile,BR,video_preroll,3882,3077,2740,14,17.85
2026-02-26,news,mobile,MX,in_article,3358,3151,2430,72,2.45
2026-02-26,news,mobile,MX,sidebar_rectangle,2741,2608,2544,67,8.79
2026-02-26,news,mobile,MX,top_banner,5789,4789,4241,66,3.51
2026-02-26,news,mobile,MX,video_preroll,1329,1233,973,12,4.38
2026-02-26,news,mobile,US,in_article,5643,4525,3460,19,6.86
2026-02-26,news,mobile,US,sidebar_rectangle,3773,3366,3062,45,8.52
2026-02-26,news,mobile,US,top_banner,6735,5437,5233,45,13.59
2026-02-26,news,mobile,US,video_preroll,2056,1945,1842,6,6.7
2026-02-26,news,tablet,AR,in_article,865,720,595,9,1.7
2026-02-26,news,tablet,AR,sidebar_rectangle,594,509,432,4,1.2
2026-02-26,news,tablet,AR,top_banner,1136,995,844,14,0.91
2026-02-26,news,tablet,AR,video_preroll,281,221,188,2,0.49
2026-02-26,news,tablet,BR,in_article,2484,1980,1895,9,2.87
2026-02-26,news,tablet,BR,sidebar_rectangle,1677,1555,1249,36,3.76
2026-02-26,news,tablet,BR,top_banner,2568,2432,2000,54,2.07
2026-02-26,news,tablet,BR,video_preroll,863,674,519,7,3.3
2026-02-26,news,tablet,MX,in_article,1109,884,707,22,1.63
2026-02-26,news,tablet,MX,sidebar_rectangle,739,665,589,4,2.39
2026-02-26,news,tablet,MX,top_banner,1365,1224,941,27,3.02
2026-02-26,news,tablet,MX,video_preroll,360,320,292,4,2.12
2026-02-26,news,tablet,US,in_article,1622,1480,1397,7,2.98
2026-02-26,news,tablet,US,sidebar_rectangle,1225,1102,1043,8,5.33
2026-02-26,news,tablet,US,top_banner,1805,1699,1312,34,8.11
2026-02-26,news,tablet,US,video_preroll,533,443,405,8,3.22
2026-02-26,sports,desktop,AR,in_article,1563,1448,1376,33,4.86
2026-02-26,sports,desktop,AR,sidebar_rectangle,1245,1026,920,25,0.61
2026-02-26,sports,desktop,AR,top_banner,2342,1992,1535,10,4.73
2026-02-26,sports,desktop,AR,video_preroll,647,587,449,4,3.13
2026-02-26,sports,desktop,BR,in_article,5004,4767,4238,117,7.95
2026-02-26,sports,desktop,BR,sidebar_rectangle,3240,2772,2666,57,3.44
2026-02-26,sports,desktop,BR,top_banner,6802,6396,5539,141,20.59
2026-02-26,sports,desktop,BR,video_preroll,1939,1583,1211,23,4.93
2026-02-26,sports,desktop,MX,in_article,2045,1643,1263,32,3.05
2026-02-26,sports,desktop,MX,sidebar_rectangle,1560,1354,1320,20,4.63
2026-02-26,sports,desktop,MX,top_banner,3063,2962,3589,59,8.17
2026-02-26,sports,desktop,MX,video_preroll,837,741,693,13,4.5
2026-02-26,sports,desktop,US,in_article,3325,3213,2880,50,15.14
2026-02-26,sports,desktop,US,sidebar_rectangle,2333,2139,2078,53,12.14
2026-02-26,sports,desktop,US,top_banner,4262,3808,2900,34,14.3
2026-02-26,sports,desktop,US,video_preroll,1243,1142,978,12,8.2
2026-02-26,sports,mobile,AR,in_article,2269,1895,1644,33,3.99
2026-02-26,sports,mobile,AR,sidebar_rectangle,1683,1390,1314,28,3.92
2026-02-26,sports,mobile,AR,top_banner,3741,3025,2419,71,1.96
2026-02-26,sports,mobile,AR,video_preroll,912,843,651,6,3.04
2026-02-26,sports,mobile,BR,in_article,7777,7229,6367,102,18.49
2026-02-26,sports,mobile,BR,sidebar_rectangle,6196,5436,5012,144,19.88
2026-02-26,sports,mobile,BR,top_banner,8769,7782,7116,157,21.34
2026-02-26,sports,mobile,BR,video_preroll,2648,2327,2178,18,14.37
2026-02-26,sports,mobile,MX,in_article,3309,2911,2317,20,8.48
2026-02-26,sports,mobile,MX,sidebar_rectangle,2435,2156,2036,64,2.36
2026-02-26,sports,mobile,MX,top_banner,4138,3782,3197,70,2.2
2026-02-26,sports,mobile,MX,video_preroll,1243,1062,825,13,3.28
2026-02-26,sports,mobile,US,in_article,4698,3944,3641,16,20.47
2026-02-26,sports,mobile,US,sidebar_rectangle,2936,2497,1982,41,3.32
2026-02-26,sports,mobile,US,top_banner,6504,6113,4720,55,13.56
2026-02-26,sports,mobile,US,video_preroll,1319,1269,1242,20,6.13
2026-02-26,sports,tablet,AR,in_article,702,615,525,2,2.16
2026-02-26,sports,tablet,AR,sidebar_rectangle,469,369,300,1,0.69
2026-02-26,sports,tablet,AR,top_banner,899,732,646,4,1.94
2026-02-26,sports,tablet,AR,video_preroll,256,214,165,0,0.6
2026-02-26,sports,tablet,BR,in_article,2008,1791,1517,17,5.83
2026-02-26,sports,tablet,BR,sidebar_rectangle,1308,1041,869,20,3.09
2026-02-26,sports,tablet,BR,top_banner,2950,2434,2306,31,8.58
2026-02-26,sports,tablet,BR,video_preroll,867,725,616,3,3.02
2026-02-26,sports,tablet,MX,in_article,822,678,563,4,2.14
2026-02-26,sports,tablet,MX,sidebar_rectangle,622,551,514,13,1.15
2026-02-26,sports,tablet,MX,top_banner,1160,1021,942,19,2.83
2026-02-26,sports,tablet,MX,video_preroll,328,317,287,5,2.01
2026-02-26,sports,tablet,US,in_article,1529,1212,974,4,3.44
2026-02-26,sports,tablet,US,sidebar_rectangle,947,800,681,21,3.54
2026-02-26,sports,tablet,US,top_banner,1490,1273,1223,21,2.15
2026-02-26,sports,tablet,US,video_preroll,449,374,358,2,1.82
2026-02-26,technology,desktop,AR,in_article,1512,1296,1156,34,2.7
2026-02-26,technology,desktop,AR,sidebar_rectangle,1051,895,757,5,0.94
2026-02-26,technology,desktop,AR,top_banner,2069,1962,1661,21,4.72
2026-02-26,technology,desktop,AR,video_preroll,525,443,429,3,0.78
2026-02-26,technology,desktop,BR,in_article,3995,3154,2809,34,8.54
2026-02-26,technology,desktop,BR,sidebar_rectangle,2400,1880,1675,17,6.36
2026-02-26,technology,desktop,BR,top_banner,5190,4933,4704,89,13.59
2026-02-26,technology,desktop,BR,video_preroll,1456,1304,1149,11,6.39
2026-02-26,technology,desktop,MX,in_article,1683,1549,1426,36,3.85
2026-02-26,technology,desktop,MX,sidebar_rectangle,1070,1018,967,25,0.98
2026-02-26,technology,desktop,MX,top_banner,1975,1716,1581,45,3.19
2026-02-26,technology,desktop,MX,video_preroll,679,625,478,9,1.73
2026-02-26,technology,desktop,US,in_article,2674,2092,1956,36,6.42
2026-02-26,technology,desktop,US,sidebar_rectangle,1728,1639,1388,32,2.56
2026-02-26,technology,desktop,US,top_banner,3717,3299,3057,96,10.23
2026-02-26,technology,desktop,US,video_preroll,858,698,561,10,6.16
2026-02-26,technology,mobile,AR,in_article,2362,2173,1803,52,5.03
2026-02-26,technology,mobile,AR,sidebar_rectangle,1443,1164,1062,9,2.63
2026-02-26,technology,mobile,AR,top_banner,2742,2319,1772,15,5.78
2026-02-26,technology,mobile,AR,video_preroll,669,522,398,8,1.97
2026-02-26,technology,mobile,BR,in_article,6256,4881,3829,107,2.51
2026-02-26,technology,mobile,BR,sidebar_rectangle,4048,3533,2943,47,10.18
2026-02-26,technology,mobile,BR,top_banner,8265,7543,6076,75,12.57
2026-02-26,technology,mobile,BR,video_preroll,1960,1625,1350,9,5.78
2026-02-26,technology,mobile,MX,in_article,2319,1920,1847,30,5.21
2026-02-26,technology,mobile,MX,sidebar_rectangle,1976,1677,1574,20,5.55
2026-02-26,technology,mobile,MX,top_banner,3228,3041,2725,23,9.35
2026-02-26,technology,mobile,MX,video_preroll,928,761,647,5,1.08
2026-02-26,technology,mobile,US,in_article,3520,3221,2554,13,4.54
2026-02-26,technology,mobile,US,sidebar_rectangle,2736,2138,1713,8,2.78
2026-02-26,technology,mobile,US,top_banner,4590,3779,3147,94,4.02
2026-02-26,technology,mobile,US,video_preroll,1138,939,831,11,8.6
2026-02-26,technology,tablet,AR,in_article,575,507,433,3,0.48
2026-02-26,technology,tablet,AR,sidebar_rectangle,418,364,352,3,0.93
2026-02-26,technology,tablet,AR,top_banner,695,659,613,11,1.48
2026-02-26,technology,tablet,AR,video_preroll,190,157,120,0,0.85
2026-02-26,technology,tablet,BR,in_article,1611,1399,1143,6,2.72
2026-02-26,technology,tablet,BR,sidebar_rectangle,1220,1102,957,6,1.49
2026-02-26,technology,tablet,BR,top_banner,2125,2013,1653,15,2.18
2026-02-26,technology,tablet,BR,video_preroll,587,543,517,9,3.9
2026-02-26,technology,tablet,MX,in_article,628,521,492,4,1.05
2026-02-26,technology,tablet,MX,sidebar_rectangle,506,418,382,10,1.45
2026-02-26,technology,tablet,MX,top_banner,886,725,701,5,2.72
2026-02-26,technology,tablet,MX,video_preroll,232,204,166,1,0.37
2026-02-26,technology,tablet,US,in_article,1045,834,789,16,3.18
2026-02-26,technology,tablet,US,sidebar_rectangle,725,600,477,13,2.04
2026-02-26,technology,tablet,US,top_banner,1264,1214,941,7,2.55
2026-02-26,technology,tablet,US,video_preroll,362,302,254,2,2.4
2026-02-27,home,desktop,AR,in_article,3117,2824,2215,60,2.85
2026-02-27,home,desktop,AR,sidebar_rectangle,2091,1850,1609,37,4.83
2026-02-27,home,desktop,AR,top_banner,4416,3502,2767,72,4.49
2026-02-27,home,desktop,AR,video_preroll,1051,1019,890,3,5.24
2026-02-27,home,desktop,BR,in_article,7338,7052,6305,70,18.3
2026-02-27,home,desktop,BR,sidebar_rectangle,6622,6393,5420,125,3.98
2026-02-27,home,desktop,BR,top_banner,11877,10786,10357,100,26.94
2026-02-27,home,desktop,BR,video_preroll,3035,2871,2567,27,18.57
2026-02-27,home,desktop,MX,in_article,3516,2747,2290,60,8.41
2026-02-27,home,desktop,MX,sidebar_rectangle,2551,2365,1857,27,7.88
2026-02-27,home,desktop,MX,top_banner,4922,4222,3412,91,12.79
2026-02-27,home,desktop,MX,video_preroll,1234,998,851,11,6.14
2026-02-27,home,desktop,US,in_article,5388,4452,4277,127,24.44
2026-02-27,home,desktop,US,sidebar_rectangle,4111,3788,3516,89,12.97
2026-02-27,home,desktop,US,top_banner,7754,6522,5738,101,26.02
2026-02-27,home,desktop,US,video_preroll,1833,1513,1364,10,6.01
2026-02-27,home,mobile,AR,in_article,4544,3623,3285,73,9.97
2026-02-27,home,mobile,AR,sidebar_rectangle,3241,2729,2192,56,8.22
2026-02-27,home,mobile,AR,top_banner,6208,5605,4681,72,10.46
2026-02-27,home,mobile,AR,video_preroll,1495,1355,1068,8,2.21
2026-02-27,home,mobile,BR,in_article,13329,12900,12126,300,28.34
2026-02-27,home,mobile,BR,sidebar_rectangle,9311,8891,7424,40,13.98
2026-02-27,home,mobile,BR,top_banner,17822,15960,13762,209,35.3
2026-02-27,home,mobile,BR,video_preroll,4479,4023,3722,63,9.47
2026-02-27,home,mobile,MX,in_article,4839,4594,4249,134,10.89
2026-02-27,home,mobile,MX,sidebar_rectangle,3629,3039,2943,41,9.74
2026-02-27,home,mobile,MX,top_banner,6134,4991,4537,125,3.61
2026-02-27,home,mobile,MX,video_preroll,1940,1720,1579,18,11.13
2026-02-27,home,mobile,US,in_article,8265,6544,5633,42,10.46
2026-02-27,home,mobile,US,sidebar_rectangle,5792,4950,4765,61,24.11
2026-02-27,home,mobile,US,top_banner,10931,9435,8497,34,55.66
2026-02-27,home,mobile,US,video_preroll,3296,2984,2661,29,30.22
2026-02-27,home,tablet,AR,in_article,1119,993,875,23,2.81
2026-02-27,home,tablet,AR,sidebar_rectangle,852,672,599,10,0.95
2026-02-27,home,tablet,AR,top_banner,1311,1070,865,19,1.46
2026-02-27,home,tablet,AR,video_preroll,420,388,365,4,1.34
2026-02-27,home,tablet,BR,in_article,3786,3207,2992,81,10.79
2026-02-27,home,tablet,BR,sidebar_rectangle,2779,2337,2161,57,5.23
2026-02-27,home,tablet,BR,top_banner,5023,4221,3636,57,3.04
2026-02-27,home,tablet,BR,video_preroll,1280,1033,984,4,2.13
2026-02-27,home,tablet,MX,in_article,1460,1347,1058,6,1.36
2026-02-27,home,tablet,MX,sidebar_rectangle,1143,1070,907,28,1.04
2026-02-27,home,tablet,MX,top_banner,1943,1792,1545,22,2.22
2026-02-27,home,tablet,MX,video_preroll,523,452,382,7,2.86
2026-02-27,home,tablet,US,in_article,2318,1823,1647,44,3.2
2026-02-27,home,tablet,US,sidebar_rectangle,1604,1513,1423,27,7.94
2026-02-27,home,tablet,US,top_banner,3114,2468,1904,7,6.55
2026-02-27,home,tablet,US,video_preroll,942,805,742,5,6.95
2026-02-27,news,desktop,AR,in_article,2313,2076,1596,27,4.04
2026-02-27,news,desktop,AR,sidebar_rectangle,1400,1129,904,12,0.9
2026-02-27,news,desktop,AR,top_banner,3060,2656,2421,20,7.4
2026-02-27,news,desktop,AR,video_preroll,890,762,714,14,1.21
2026-02-27,news,desktop,BR,in_article,6383,5895,4814,130,19.2
2026-02-27,news,desktop,BR,sidebar_rectangle,4822,4374,3374,102,6.96
2026-02-27,news,desktop,BR,top_banner,9669,7846,7211,107,10.26
2026-02-27,news,desktop,BR,video_preroll,2447,2177,1656,5,9.24
2026-02-27,news,desktop,MX,in_article,2917,2542,2247,70,6.37
2026-02-27,news,desktop,MX,sidebar_rectangle,2115,1798,1531,11,5.38
2026-02-27,news,desktop,MX,top_banner,3235,2888,2752,39,2.79
2026-02-27,news,desktop,MX,video_preroll,944,787,650,12,0.86
2026-02-27,news,desktop,US,in_article,4577,3574,3334,44,19.71
2026-02-27,news,desktop,US,sidebar_rectangle,3457,3067,2513,21,13.4
2026-02-27,news,desktop,US,top_banner,5677,4456,4115,114,15.54
2026-02-27,news,desktop,US,video_preroll,1282,1130,1098,22,11.43
2026-02-27,news,mobile,AR,in_article,3263,2812,2528,75,10.13
2026-02-27,news,mobile,AR,sidebar_rectangle,2327,1960,1684,33,3.89
2026-02-27,news,mobile,AR,top_banner,4585,3666,3484,71,1.52
2026-02-27,news,mobile,AR,video_preroll,1253,1109,921,8,3.34
2026-02-27,news,mobile,BR,in_article,10228,7979,6436,186,19.16
2026-02-27,news,mobile,BR,sidebar_rectangle,7070,6710,5793,100,23.28
2026-02-27,news,mobile,BR,top_banner,12847,11294,9365,185,28.9
2026-02-27,news,mobile,BR,video_preroll,3705,3041,2703,16,15.06
2026-02-27,news,mobile,MX,in_article,4345,3425,2905,37,11.81
2026-02-27,news,mobile,MX,sidebar_rectangle,2957,2759,2200,69,5.38
2026-02-27,news,mobile,MX,top_banner,4741,4465,4134,111,10.52
2026-02-27,news,mobile,MX,video_preroll,1478,1264,1123,5,3.65
2026-02-27,news,mobile,US,in_article,6276,5921,4917,69,6.47
2026-02-27,news,mobile,US,sidebar_rectangle,5181,4301,3846,37,22.94
2026-02-27,news,mobile,US,top_banner,9077,7251,5840,92,11.62
2026-02-27,news,mobile,US,video_preroll,2142,1711,1340,6,10.77
2026-02-27,news,tablet,AR,in_article,929,751,581,5,1.57
2026-02-27,news,tablet,AR,sidebar_rectangle,674,594,533,5,1.88
2026-02-27,news,tablet,AR,top_banner,1282,1125,1086,34,1.63
2026-02-27,news,tablet,AR,video_preroll,404,381,369,3,0.65
2026-02-27,news,tablet,BR,in_article,2822,2487,2433,75,1.94
2026-02-27,news,tablet,BR,sidebar_rectangle,1777,1487,1425,7,5.73
2026-02-27,news,tablet,BR,top_banner,3679,3478,3128,50,6.89
2026-02-27,news,tablet,BR,video_preroll,877,703,543,9,1.18
2026-02-27,news,tablet,MX,in_article,882,764,645,9,1.33
2026-02-27,news,tablet,MX,sidebar_rectangle,872,692,644,10,2.58
2026-02-27,news,tablet,MX,top_banner,1533,1354,1296,40,4.13
2026-02-27,news,tablet,MX,video_preroll,460,361,286,1,2.14
2026-02-27,news,tablet,US,in_article,1902,1833,1518,14,3.95
2026-02-27,news,tablet,US,sidebar_rectangle,1116,890,846,20,4.77
2026-02-27,news,tablet,US,top_banner,2203,2101,1859,28,6.49
2026-02-27,news,tablet,US,video_preroll,678,637,616,3,6.04
2026-02-27,sports,desktop,AR,in_article,1979,1798,1688,17,2.78
2026-02-27,sports,desktop,AR,sidebar_rectangle,1228,1019,870,14,1.36
2026-02-27,sports,desktop,AR,top_banner,2362,1921,1803,20,7.1
2026-02-27,sports,desktop,AR,video_preroll,690,639,538,9,1.37
2026-02-27,sports,desktop,BR,in_article,5311,4506,3599,61,7.42
2026-02-27,sports,desktop,BR,sidebar_rectangle,3218,2969,2461,28,2.76
2026-02-27,sports,desktop,BR,top_banner,7352,6779,6367,105,22.95
2026-02-27,sports,desktop,BR,video_preroll,2095,1754,1475,10,9.02
2026-02-27,sports,desktop,MX,in_article,2506,2145,1756,36,7.08
2026-02-27,sports,desktop,MX,sidebar_rectangle,1394,1234,1018,8,1.38
2026-02-27,sports,desktop,MX,top_banner,3191,3003,2939,83,11.33
2026-02-27,sports,desktop,MX,video_preroll,794,762,646,11,3.61
2026-02-27,sports,desktop,US,in_article,2834,2689,2581,67,9.24
2026-02-27,sports,desktop,US,sidebar_rectangle,2757,2158,1866,33,6.12
2026-02-27,sports,desktop,US,top_banner,4392,3841,3462,97,22.78
2026-02-27,sports,desktop,US,video_preroll,1337,1183,1116,5,4.55
2026-02-27,sports,mobile,AR,in_article,3007,2849,2641,62,3.38
2026-02-27,sports,mobile,AR,sidebar_rectangle,2132,1856,1470,17,2.59
2026-02-27,sports,mobile,AR,top_banner,4308,4142,3288,31,5.59
2026-02-27,sports,mobile,AR,video_preroll,1031,911,833,3,3.57
2026-02-27,sports,mobile,BR,in_article,8083,6585,5469,121,16.8
2026-02-27,sports,mobile,BR,sidebar_rectangle,6067,4995,4589,40,18.46
2026-02-27,sports,mobile,BR,top_banner,12420,10720,10377,151,35.54
2026-02-27,sports,mobile,BR,video_preroll,2732,2186,1900,22,8.48
2026-02-27,sports,mobile,MX,in_article,3253,2766,2360,63,5.83
2026-02-27,sports,mobile,MX,sidebar_rectangle,2144,1859,1500,37,1.68
2026-02-27,sports,mobile,MX,top_banner,5241,4716,3944,88,12.1
2026-02-27,sports,mobile,MX,video_preroll,1351,1214,1122,21,3.29
2026-02-27,sports,mobile,US,in_article,5498,4907,3975,86,5.13
2026-02-27,sports,mobile,US,sidebar_rectangle,4388,3813,3650,63,4.91
2026-02-27,sports,mobile,US,top_banner,6610,6405,5553,96,18.66
2026-02-27,sports,mobile,US,video_preroll,1996,1802,1679,17,13.8
2026-02-27,sports,tablet,AR,in_article,838,772,635,4,0.96
2026-02-27,sports,tablet,AR,sidebar_rectangle,560,490,435,6,1.52
2026-02-27,sports,tablet,AR,top_banner,887,766,729,13,2.43
2026-02-27,sports,tablet,AR,video_preroll,277,229,211,3,0.96
2026-02-27,sports,tablet,BR,in_article,2274,2123,1655,24,5.53
2026-02-27,sports,tablet,BR,sidebar_rectangle,1295,1056,847,13,2.01
2026-02-27,sports,tablet,BR,top_banner,2958,2628,2572,13,3.6
2026-02-27,sports,tablet,BR,video_preroll,733,661,602,12,2.31
2026-02-27,sports,tablet,MX,in_article,970,900,725,21,2.69
2026-02-27,sports,tablet,MX,sidebar_rectangle,544,447,344,9,0.6
2026-02-27,sports,tablet,MX,top_banner,1528,1437,1218,6,1.5
2026-02-27,sports,tablet,MX,video_preroll,324,299,235,3,1.7
2026-02-27,sports,tablet,US,in_article,1632,1418,1140,10,4.1
2026-02-27,sports,tablet,US,sidebar_rectangle,1078,1003,962,25,2.4
2026-02-27,sports,tablet,US,top_banner,1967,1879,1529,37,7.98
2026-02-27,sports,tablet,US,video_preroll,526,435,343,6,2.01
2026-02-27,technology,desktop,AR,in_article,1529,1237,1196,10,3.48
2026-02-27,technology,desktop,AR,sidebar_rectangle,1126,1015,863,21,1.28
2026-02-27,technology,desktop,AR,top_banner,2012,1734,1611,39,1.23
2026-02-27,technology,desktop,AR,video_preroll,585,511,473,8,3.61
2026-02-27,technology,desktop,BR,in_article,4193,3478,2760,30,10.16
2026-02-27,technology,desktop,BR,sidebar_rectangle,2780,2530,2399,14,8.17
2026-02-27,technology,desktop,BR,top_banner,5089,4402,3680,62,4.64
2026-02-27,technology,desktop,BR,video_preroll,1547,1270,1157,22,3.57
2026-02-27,technology,desktop,MX,in_article,1681,1480,1320,32,1.2
2026-02-27,technology,desktop,MX,sidebar_rectangle,1315,1146,1103,19,2.58
2026-02-27,technology,desktop,MX,top_banner,2430,2113,1837,39,7.33
2026-02-27,technology,desktop,MX,video_preroll,737,637,509,3,0.91
2026-02-27,technology,desktop,US,in_article,2676,2155,1966,45,9.47
2026-02-27,technology,desktop,US,sidebar_rectangle,1848,1598,1358,8,3.05
2026-02-27,technology,desktop,US,top_banner,3570,2981,2629,56,11.6
2026-02-27,technology,desktop,US,video_preroll,970,893,725,12,5.29
2026-02-27,technology,mobile,AR,in_article,2421,1985,1547,11,1.4
2026-02-27,technology,mobile,AR,sidebar_rectangle,1845,1465,1156,31,3.17
2026-02-27,technology,mobile,AR,top_banner,2934,2830,2712,80,5.01
2026-02-27,technology,mobile,AR,video_preroll,834,750,715,10,3.26
2026-02-27,technology,mobile,BR,in_article,7859,6655,5992,103,25.18
2026-02-27,technology,mobile,BR,sidebar_rectangle,4314,3702,3526,42,12.29
2026-02-27,technology,mobile,BR,top_banner,7399,6889,6691,161,26.46
2026-02-27,technology,mobile,BR,video_preroll,2352,2272,2168,17,13.36
2026-02-27,technology,mobile,MX,in_article,2386,1873,1818,43,5.34
2026-02-27,technology,mobile,MX,sidebar_rectangle,1562,1376,1189,19,3.51
2026-02-27,technology,mobile,MX,top_banner,3604,2958,2593,66,3.98
2026-02-27,technology,mobile,MX,video_preroll,1076,1020,957,8,4.71
2026-02-27,technology,mobile,US,in_article,3774,3454,3053,54,4.02
2026-02-27,technology,mobile,US,sidebar_rectangle,3121,2947,2259,34,14.19
2026-02-27,technology,mobile,US,top_banner,4788,4286,3878,105,4.44
2026-02-27,technology,mobile,US,video_preroll,1474,1359,1109,20,10.32
2026-02-27,technology,tablet,AR,in_article,684,595,499,5,0.41
2026-02-27,technology,tablet,AR,sidebar_rectangle,499,456,348,5,1.03
2026-02-27,technology,tablet,AR,top_banner,792,726,647,19,1.57
2026-02-27,technology,tablet,AR,video_preroll,212,196,183,2,0.34
2026-02-27,technology,tablet,BR,in_article,1946,1884,1650,36,6.18
2026-02-27,technology,tablet,BR,sidebar_rectangle,1358,1111,973,26,1.69
2026-02-27,technology,tablet,BR,top_banner,1995,1664,1356,15,3.72
2026-02-27,technology,tablet,BR,video_preroll,709,685,669,12,4.24
2026-02-27,technology,tablet,MX,in_article,766,721,572,12,1.29
2026-02-27,technology,tablet,MX,sidebar_rectangle,491,389,364,10,0.25
